Actual_Class,Fraud_Probability,Risk_Score,Risk_Category,Recommended_Action
0,0.17154387,17,Low Risk,Auto Approve
0,0.0034573954,0,Low Risk,Auto Approve
0,0.22283098,22,Low Risk,Auto Approve
0,0.67946845,68,High Risk,Manual Investigation
0,0.007139881,1,Low Risk,Auto Approve
0,0.0024534762,0,Low Risk,Auto Approve
0,0.00013257742,0,Low Risk,Auto Approve
0,0.00047334374,0,Low Risk,Auto Approve
0,0.020119948,2,Low Risk,Auto Approve
0,0.03330226,3,Low Risk,Auto Approve
1,0.12606432,13,Low Risk,Auto Approve
0,0.14799841,15,Low Risk,Auto Approve
0,0.46340635,46,Medium Risk,Quick Verification
0,0.1597632,16,Low Risk,Auto Approve
0,0.66685134,67,High Risk,Manual Investigation
0,0.4348197,43,Medium Risk,Quick Verification
0,0.79912114,80,Critical Risk,Fraud Investigation Team
0,0.0013844998,0,Low Risk,Auto Approve
0,0.00549869,1,Low Risk,Auto Approve
0,0.0028527484,0,Low Risk,Auto Approve
0,0.00043160908,0,Low Risk,Auto Approve
0,0.7215129,72,High Risk,Manual Investigation
0,0.0010346383,0,Low Risk,Auto Approve
0,0.5491463,55,High Risk,Manual Investigation
0,0.035344865,4,Low Risk,Auto Approve
0,0.0034856545,0,Low Risk,Auto Approve
0,0.004739155,0,Low Risk,Auto Approve
0,0.009311846,1,Low Risk,Auto Approve
0,0.028995333,3,Low Risk,Auto Approve
0,0.009358184,1,Low Risk,Auto Approve
0,0.00012706981,0,Low Risk,Auto Approve
0,0.0042634746,0,Low Risk,Auto Approve
0,0.75654846,76,Critical Risk,Fraud Investigation Team
0,0.651646,65,High Risk,Manual Investigation
0,0.50816464,51,High Risk,Manual Investigation
0,0.013184705,1,Low Risk,Auto Approve
0,8.835228e-05,0,Low Risk,Auto Approve
0,0.35415617,35,Medium Risk,Quick Verification
0,0.057278935,6,Low Risk,Auto Approve
0,0.05566113,6,Low Risk,Auto Approve
0,0.23597422,24,Low Risk,Auto Approve
0,0.39267576,39,Medium Risk,Quick Verification
0,0.00016708016,0,Low Risk,Auto Approve
0,0.033219922,3,Low Risk,Auto Approve
0,0.6612878,66,High Risk,Manual Investigation
0,0.0004315007,0,Low Risk,Auto Approve
0,0.00057919533,0,Low Risk,Auto Approve
0,0.007911029,1,Low Risk,Auto Approve
0,0.16822302,17,Low Risk,Auto Approve
0,0.41574275,42,Medium Risk,Quick Verification
0,0.017823953,2,Low Risk,Auto Approve
0,0.04270322,4,Low Risk,Auto Approve
0,0.6056967,61,High Risk,Manual Investigation
0,0.008853198,1,Low Risk,Auto Approve
0,0.72037196,72,High Risk,Manual Investigation
0,0.024767062,2,Low Risk,Auto Approve
0,0.15458591,15,Low Risk,Auto Approve
0,0.8926871,89,Critical Risk,Fraud Investigation Team
1,0.5426815,54,High Risk,Manual Investigation
0,0.21376215,21,Low Risk,Auto Approve
0,0.0806171,8,Low Risk,Auto Approve
0,0.40359494,40,Medium Risk,Quick Verification
0,0.0021081765,0,Low Risk,Auto Approve
0,0.4162903,42,Medium Risk,Quick Verification
0,0.009229235,1,Low Risk,Auto Approve
0,6.6322726e-05,0,Low Risk,Auto Approve
0,0.0033161857,0,Low Risk,Auto Approve
0,0.053096514,5,Low Risk,Auto Approve
0,0.00253457,0,Low Risk,Auto Approve
0,0.1877705,19,Low Risk,Auto Approve
0,0.42701495,43,Medium Risk,Quick Verification
0,0.0036202178,0,Low Risk,Auto Approve
0,0.09486027,9,Low Risk,Auto Approve
0,0.099852145,10,Low Risk,Auto Approve
0,0.021088006,2,Low Risk,Auto Approve
0,0.009779779,1,Low Risk,Auto Approve
0,0.0019179435,0,Low Risk,Auto Approve
0,0.6758898,68,High Risk,Manual Investigation
0,0.107222915,11,Low Risk,Auto Approve
0,0.8869054,89,Critical Risk,Fraud Investigation Team
0,0.0056693596,1,Low Risk,Auto Approve
0,0.0011789611,0,Low Risk,Auto Approve
0,0.0011027209,0,Low Risk,Auto Approve
0,0.13305777,13,Low Risk,Auto Approve
0,0.0018955835,0,Low Risk,Auto Approve
0,0.43389884,43,Medium Risk,Quick Verification
0,0.1699662,17,Low Risk,Auto Approve
0,0.32203418,32,Medium Risk,Quick Verification
0,0.09352035,9,Low Risk,Auto Approve
0,0.095454074,10,Low Risk,Auto Approve
0,0.016647171,2,Low Risk,Auto Approve
0,0.62790465,63,High Risk,Manual Investigation
0,0.026152868,3,Low Risk,Auto Approve
0,0.0035909044,0,Low Risk,Auto Approve
0,0.0014882875,0,Low Risk,Auto Approve
0,0.0005079819,0,Low Risk,Auto Approve
0,0.78956616,79,Critical Risk,Fraud Investigation Team
0,0.0048335665,0,Low Risk,Auto Approve
0,0.14339249,14,Low Risk,Auto Approve
0,0.00034719336,0,Low Risk,Auto Approve
0,0.79449385,79,Critical Risk,Fraud Investigation Team
0,0.5617391,56,High Risk,Manual Investigation
0,0.05145298,5,Low Risk,Auto Approve
0,0.0028875798,0,Low Risk,Auto Approve
1,0.022722866,2,Low Risk,Auto Approve
1,0.40654117,41,Medium Risk,Quick Verification
0,0.0076149125,1,Low Risk,Auto Approve
0,0.7810697,78,Critical Risk,Fraud Investigation Team
0,0.2635541,26,Medium Risk,Quick Verification
0,0.011613136,1,Low Risk,Auto Approve
0,0.00065426185,0,Low Risk,Auto Approve
0,0.13436852,13,Low Risk,Auto Approve
0,0.0041520423,0,Low Risk,Auto Approve
0,0.2973807,30,Medium Risk,Quick Verification
0,0.5043866,50,Medium Risk,Quick Verification
1,0.8336082,83,Critical Risk,Fraud Investigation Team
0,0.002918278,0,Low Risk,Auto Approve
0,0.014510669,1,Low Risk,Auto Approve
0,0.010543016,1,Low Risk,Auto Approve
0,0.003784992,0,Low Risk,Auto Approve
0,0.69173485,69,High Risk,Manual Investigation
1,0.84945333,85,Critical Risk,Fraud Investigation Team
0,0.0073360694,1,Low Risk,Auto Approve
0,0.002403292,0,Low Risk,Auto Approve
0,0.04868654,5,Low Risk,Auto Approve
0,0.00047490658,0,Low Risk,Auto Approve
0,0.41028535,41,Medium Risk,Quick Verification
0,0.09750204,10,Low Risk,Auto Approve
0,0.008757898,1,Low Risk,Auto Approve
0,0.74942476,75,High Risk,Manual Investigation
0,0.0010076411,0,Low Risk,Auto Approve
0,0.022939773,2,Low Risk,Auto Approve
0,0.0036978072,0,Low Risk,Auto Approve
0,0.00024048804,0,Low Risk,Auto Approve
0,0.079568796,8,Low Risk,Auto Approve
0,0.0043517062,0,Low Risk,Auto Approve
0,0.06568559,7,Low Risk,Auto Approve
0,5.8768648e-05,0,Low Risk,Auto Approve
0,0.16213544,16,Low Risk,Auto Approve
0,0.15340611,15,Low Risk,Auto Approve
1,0.5473212,55,High Risk,Manual Investigation
0,0.00055727287,0,Low Risk,Auto Approve
0,0.15174288,15,Low Risk,Auto Approve
0,0.00079822325,0,Low Risk,Auto Approve
1,0.031966735,3,Low Risk,Auto Approve
0,0.00090265437,0,Low Risk,Auto Approve
0,0.005861756,1,Low Risk,Auto Approve
0,0.5450677,55,High Risk,Manual Investigation
0,0.4332224,43,Medium Risk,Quick Verification
0,0.01782706,2,Low Risk,Auto Approve
0,0.0011629858,0,Low Risk,Auto Approve
0,0.7666332,77,Critical Risk,Fraud Investigation Team
0,0.0031687403,0,Low Risk,Auto Approve
0,0.010826453,1,Low Risk,Auto Approve
0,0.01665394,2,Low Risk,Auto Approve
0,0.0044161784,0,Low Risk,Auto Approve
1,0.8538063,85,Critical Risk,Fraud Investigation Team
0,0.0040675155,0,Low Risk,Auto Approve
0,0.044011746,4,Low Risk,Auto Approve
0,0.0028037038,0,Low Risk,Auto Approve
0,0.8263329,83,Critical Risk,Fraud Investigation Team
0,0.0095828315,1,Low Risk,Auto Approve
0,0.0005564807,0,Low Risk,Auto Approve
0,0.3283809,33,Medium Risk,Quick Verification
0,0.5558976,56,High Risk,Manual Investigation
0,0.116712734,12,Low Risk,Auto Approve
0,0.043931134,4,Low Risk,Auto Approve
0,0.0001538611,0,Low Risk,Auto Approve
0,0.0074959444,1,Low Risk,Auto Approve
0,0.0045361705,0,Low Risk,Auto Approve
0,0.0028807316,0,Low Risk,Auto Approve
0,3.809951e-05,0,Low Risk,Auto Approve
0,0.00041512478,0,Low Risk,Auto Approve
0,0.13344891,13,Low Risk,Auto Approve
0,0.015515392,2,Low Risk,Auto Approve
0,0.39648607,40,Medium Risk,Quick Verification
0,0.0019522746,0,Low Risk,Auto Approve
0,0.38474205,38,Medium Risk,Quick Verification
0,0.000497993,0,Low Risk,Auto Approve
0,0.006576484,1,Low Risk,Auto Approve
0,0.21810146,22,Low Risk,Auto Approve
0,0.51517075,52,High Risk,Manual Investigation
0,0.00044769185,0,Low Risk,Auto Approve
0,0.22265989,22,Low Risk,Auto Approve
0,0.17455855,17,Low Risk,Auto Approve
0,0.69316113,69,High Risk,Manual Investigation
0,0.0006122418,0,Low Risk,Auto Approve
0,0.00029157376,0,Low Risk,Auto Approve
0,0.00093979784,0,Low Risk,Auto Approve
0,0.31047875,31,Medium Risk,Quick Verification
0,0.00036130284,0,Low Risk,Auto Approve
0,0.0019767531,0,Low Risk,Auto Approve
0,0.8613719,86,Critical Risk,Fraud Investigation Team
0,0.008617658,1,Low Risk,Auto Approve
0,0.40757993,41,Medium Risk,Quick Verification
1,0.4453388,45,Medium Risk,Quick Verification
0,0.0045339703,0,Low Risk,Auto Approve
0,0.108824424,11,Low Risk,Auto Approve
0,0.08733845,9,Low Risk,Auto Approve
0,0.5553009,56,High Risk,Manual Investigation
0,0.72769284,73,High Risk,Manual Investigation
0,0.0045402288,0,Low Risk,Auto Approve
0,0.0038677943,0,Low Risk,Auto Approve
0,0.044521876,4,Low Risk,Auto Approve
0,0.65211016,65,High Risk,Manual Investigation
0,0.035746112,4,Low Risk,Auto Approve
0,0.016984928,2,Low Risk,Auto Approve
0,0.03024836,3,Low Risk,Auto Approve
0,0.2832081,28,Medium Risk,Quick Verification
0,0.5080686,51,High Risk,Manual Investigation
0,0.088562146,9,Low Risk,Auto Approve
0,0.11978213,12,Low Risk,Auto Approve
0,0.25003412,25,Low Risk,Auto Approve
0,0.14461361,14,Low Risk,Auto Approve
0,0.56058586,56,High Risk,Manual Investigation
0,0.788868,79,Critical Risk,Fraud Investigation Team
0,0.01380393,1,Low Risk,Auto Approve
0,0.52308404,52,High Risk,Manual Investigation
0,0.27321115,27,Medium Risk,Quick Verification
0,4.720447e-05,0,Low Risk,Auto Approve
0,0.0019000581,0,Low Risk,Auto Approve
0,0.09678515,10,Low Risk,Auto Approve
0,0.0019476385,0,Low Risk,Auto Approve
1,0.54274595,54,High Risk,Manual Investigation
0,0.5181418,52,High Risk,Manual Investigation
0,0.54130465,54,High Risk,Manual Investigation
0,0.02363984,2,Low Risk,Auto Approve
0,0.0001897015,0,Low Risk,Auto Approve
0,0.23894063,24,Low Risk,Auto Approve
0,0.0009878479,0,Low Risk,Auto Approve
0,0.002647632,0,Low Risk,Auto Approve
0,0.2170779,22,Low Risk,Auto Approve
0,0.20601593,21,Low Risk,Auto Approve
0,0.08240713,8,Low Risk,Auto Approve
0,0.010336627,1,Low Risk,Auto Approve
0,0.30335072,30,Medium Risk,Quick Verification
0,0.7302235,73,High Risk,Manual Investigation
0,0.5810523,58,High Risk,Manual Investigation
0,0.00034350445,0,Low Risk,Auto Approve
0,0.0047160857,0,Low Risk,Auto Approve
0,0.00016074633,0,Low Risk,Auto Approve
0,0.079688065,8,Low Risk,Auto Approve
1,0.719398,72,High Risk,Manual Investigation
0,0.0054108477,1,Low Risk,Auto Approve
0,0.0022652273,0,Low Risk,Auto Approve
0,0.009426057,1,Low Risk,Auto Approve
0,0.01743946,2,Low Risk,Auto Approve
0,0.15346894,15,Low Risk,Auto Approve
0,0.00010053639,0,Low Risk,Auto Approve
0,0.45356587,45,Medium Risk,Quick Verification
0,0.43345922,43,Medium Risk,Quick Verification
0,0.0018436743,0,Low Risk,Auto Approve
0,0.75619507,76,Critical Risk,Fraud Investigation Team
0,0.0061751665,1,Low Risk,Auto Approve
0,0.0008410897,0,Low Risk,Auto Approve
0,0.06530351,7,Low Risk,Auto Approve
0,0.10798637,11,Low Risk,Auto Approve
0,0.9202318,92,Critical Risk,Fraud Investigation Team
0,0.77340734,77,Critical Risk,Fraud Investigation Team
0,0.007856275,1,Low Risk,Auto Approve
0,0.01691757,2,Low Risk,Auto Approve
0,0.109119356,11,Low Risk,Auto Approve
0,0.0019371344,0,Low Risk,Auto Approve
0,0.12069993,12,Low Risk,Auto Approve
0,0.22198275,22,Low Risk,Auto Approve
0,0.00029315226,0,Low Risk,Auto Approve
1,0.54982203,55,High Risk,Manual Investigation
0,0.0005529791,0,Low Risk,Auto Approve
0,0.7781759,78,Critical Risk,Fraud Investigation Team
0,0.16981754,17,Low Risk,Auto Approve
1,0.18194717,18,Low Risk,Auto Approve
0,0.034292568,3,Low Risk,Auto Approve
0,0.00047473976,0,Low Risk,Auto Approve
0,0.047920953,5,Low Risk,Auto Approve
0,0.08311262,8,Low Risk,Auto Approve
0,0.4337732,43,Medium Risk,Quick Verification
0,0.0030596708,0,Low Risk,Auto Approve
0,0.0028439844,0,Low Risk,Auto Approve
0,0.38237274,38,Medium Risk,Quick Verification
0,0.0030461838,0,Low Risk,Auto Approve
0,0.0008827875,0,Low Risk,Auto Approve
0,0.019274978,2,Low Risk,Auto Approve
0,0.01179062,1,Low Risk,Auto Approve
0,0.0076137413,1,Low Risk,Auto Approve
0,0.0026286507,0,Low Risk,Auto Approve
0,0.0024886713,0,Low Risk,Auto Approve
0,0.08963691,9,Low Risk,Auto Approve
0,0.00038184537,0,Low Risk,Auto Approve
0,0.0033087928,0,Low Risk,Auto Approve
1,0.48878703,49,Medium Risk,Quick Verification
0,0.032296818,3,Low Risk,Auto Approve
0,0.0788159,8,Low Risk,Auto Approve
0,0.008371629,1,Low Risk,Auto Approve
0,0.031020826,3,Low Risk,Auto Approve
1,0.58113605,58,High Risk,Manual Investigation
0,0.21189591,21,Low Risk,Auto Approve
0,0.0008396463,0,Low Risk,Auto Approve
0,0.055868108,6,Low Risk,Auto Approve
0,0.3213003,32,Medium Risk,Quick Verification
0,0.010318078,1,Low Risk,Auto Approve
0,0.05253907,5,Low Risk,Auto Approve
0,0.00062005105,0,Low Risk,Auto Approve
0,0.7864707,79,Critical Risk,Fraud Investigation Team
0,0.19196118,19,Low Risk,Auto Approve
0,0.0009204372,0,Low Risk,Auto Approve
0,0.028666614,3,Low Risk,Auto Approve
0,0.48935252,49,Medium Risk,Quick Verification
0,0.48437467,48,Medium Risk,Quick Verification
0,0.45604476,46,Medium Risk,Quick Verification
0,0.052912552,5,Low Risk,Auto Approve
0,0.41940558,42,Medium Risk,Quick Verification
0,0.41867328,42,Medium Risk,Quick Verification
0,0.0053763534,1,Low Risk,Auto Approve
0,0.030566879,3,Low Risk,Auto Approve
0,0.001447579,0,Low Risk,Auto Approve
0,0.0026526041,0,Low Risk,Auto Approve
0,0.029005652,3,Low Risk,Auto Approve
0,0.052625112,5,Low Risk,Auto Approve
0,0.20116983,20,Low Risk,Auto Approve
0,8.673447e-05,0,Low Risk,Auto Approve
0,0.0002101496,0,Low Risk,Auto Approve
0,0.24801202,25,Low Risk,Auto Approve
0,0.04664107,5,Low Risk,Auto Approve
0,0.012401392,1,Low Risk,Auto Approve
0,0.009024223,1,Low Risk,Auto Approve
0,0.05627637,6,Low Risk,Auto Approve
0,0.08007691,8,Low Risk,Auto Approve
0,0.5684434,57,High Risk,Manual Investigation
0,0.04273278,4,Low Risk,Auto Approve
0,0.008517945,1,Low Risk,Auto Approve
0,0.21245864,21,Low Risk,Auto Approve
0,0.6852447,69,High Risk,Manual Investigation
0,0.24744464,25,Low Risk,Auto Approve
0,0.15853287,16,Low Risk,Auto Approve
0,0.53014225,53,High Risk,Manual Investigation
0,0.51250726,51,High Risk,Manual Investigation
0,0.010327529,1,Low Risk,Auto Approve
1,0.1454414,15,Low Risk,Auto Approve
1,0.5966361,60,High Risk,Manual Investigation
0,0.02428161,2,Low Risk,Auto Approve
0,0.12638934,13,Low Risk,Auto Approve
0,0.0027704847,0,Low Risk,Auto Approve
0,0.0009953727,0,Low Risk,Auto Approve
0,0.72388697,72,High Risk,Manual Investigation
0,0.04616274,5,Low Risk,Auto Approve
1,0.4893072,49,Medium Risk,Quick Verification
0,0.00059109763,0,Low Risk,Auto Approve
0,0.8301643,83,Critical Risk,Fraud Investigation Team
0,0.0009176505,0,Low Risk,Auto Approve
0,0.24716307,25,Low Risk,Auto Approve
0,0.00056086254,0,Low Risk,Auto Approve
0,0.25679612,26,Medium Risk,Quick Verification
0,0.018006286,2,Low Risk,Auto Approve
0,0.05832889,6,Low Risk,Auto Approve
0,0.023262907,2,Low Risk,Auto Approve
0,0.00038476114,0,Low Risk,Auto Approve
0,0.32254964,32,Medium Risk,Quick Verification
0,0.027116088,3,Low Risk,Auto Approve
0,0.37055966,37,Medium Risk,Quick Verification
0,0.00018895937,0,Low Risk,Auto Approve
0,0.007078362,1,Low Risk,Auto Approve
0,0.41751984,42,Medium Risk,Quick Verification
0,0.055142082,6,Low Risk,Auto Approve
0,0.14513557,15,Low Risk,Auto Approve
0,0.017194299,2,Low Risk,Auto Approve
0,0.004628066,0,Low Risk,Auto Approve
0,0.0018704606,0,Low Risk,Auto Approve
1,0.16965918,17,Low Risk,Auto Approve
0,0.0010190338,0,Low Risk,Auto Approve
0,0.00024015582,0,Low Risk,Auto Approve
1,0.27384242,27,Medium Risk,Quick Verification
0,0.0008334661,0,Low Risk,Auto Approve
0,0.00817356,1,Low Risk,Auto Approve
0,0.1915152,19,Low Risk,Auto Approve
0,0.03293481,3,Low Risk,Auto Approve
0,0.00512599,1,Low Risk,Auto Approve
0,0.00010846806,0,Low Risk,Auto Approve
1,0.7842695,78,Critical Risk,Fraud Investigation Team
0,0.0020143373,0,Low Risk,Auto Approve
0,0.048901908,5,Low Risk,Auto Approve
0,0.27929908,28,Medium Risk,Quick Verification
0,0.09651856,10,Low Risk,Auto Approve
0,0.040041447,4,Low Risk,Auto Approve
0,0.0016167577,0,Low Risk,Auto Approve
0,0.0027292517,0,Low Risk,Auto Approve
0,0.2207784,22,Low Risk,Auto Approve
0,0.008621745,1,Low Risk,Auto Approve
0,0.00073253264,0,Low Risk,Auto Approve
0,0.0024632157,0,Low Risk,Auto Approve
0,1.3811037e-06,0,Low Risk,Auto Approve
0,0.2801493,28,Medium Risk,Quick Verification
0,0.0037349588,0,Low Risk,Auto Approve
0,0.20720823,21,Low Risk,Auto Approve
0,0.0019070014,0,Low Risk,Auto Approve
0,0.019538864,2,Low Risk,Auto Approve
1,0.9341454,93,Critical Risk,Fraud Investigation Team
0,0.6037146,60,High Risk,Manual Investigation
0,0.038871843,4,Low Risk,Auto Approve
0,0.011238322,1,Low Risk,Auto Approve
0,0.0011897066,0,Low Risk,Auto Approve
0,0.0007660803,0,Low Risk,Auto Approve
0,0.010428381,1,Low Risk,Auto Approve
0,0.0008348436,0,Low Risk,Auto Approve
0,0.650961,65,High Risk,Manual Investigation
0,0.00072630896,0,Low Risk,Auto Approve
0,0.6523762,65,High Risk,Manual Investigation
0,0.0038888466,0,Low Risk,Auto Approve
0,0.41296697,41,Medium Risk,Quick Verification
0,0.074051164,7,Low Risk,Auto Approve
0,0.11436258,11,Low Risk,Auto Approve
0,0.6384247,64,High Risk,Manual Investigation
0,0.0059741708,1,Low Risk,Auto Approve
0,0.00096056104,0,Low Risk,Auto Approve
0,0.0066020065,1,Low Risk,Auto Approve
0,0.0032250893,0,Low Risk,Auto Approve
0,0.096097305,10,Low Risk,Auto Approve
0,0.0034697112,0,Low Risk,Auto Approve
0,0.007179597,1,Low Risk,Auto Approve
0,0.44388175,44,Medium Risk,Quick Verification
0,0.025756,3,Low Risk,Auto Approve
0,0.32506907,33,Medium Risk,Quick Verification
0,0.00070347346,0,Low Risk,Auto Approve
0,0.0069260914,1,Low Risk,Auto Approve
0,0.4739075,47,Medium Risk,Quick Verification
0,0.23900378,24,Low Risk,Auto Approve
0,0.07395421,7,Low Risk,Auto Approve
0,0.3718023,37,Medium Risk,Quick Verification
0,0.018717004,2,Low Risk,Auto Approve
0,0.051792167,5,Low Risk,Auto Approve
0,0.001466913,0,Low Risk,Auto Approve
0,0.0019002779,0,Low Risk,Auto Approve
0,0.009565212,1,Low Risk,Auto Approve
0,0.032332208,3,Low Risk,Auto Approve
0,0.046613198,5,Low Risk,Auto Approve
0,0.0026121743,0,Low Risk,Auto Approve
0,0.0067517683,1,Low Risk,Auto Approve
1,0.10060123,10,Low Risk,Auto Approve
0,0.00019600839,0,Low Risk,Auto Approve
0,0.5862532,59,High Risk,Manual Investigation
0,0.74290055,74,High Risk,Manual Investigation
0,0.36169916,36,Medium Risk,Quick Verification
0,0.016839104,2,Low Risk,Auto Approve
0,0.014431024,1,Low Risk,Auto Approve
0,0.72658205,73,High Risk,Manual Investigation
0,0.0043827216,0,Low Risk,Auto Approve
0,0.8480977,85,Critical Risk,Fraud Investigation Team
0,0.5155931,52,High Risk,Manual Investigation
0,0.0029985611,0,Low Risk,Auto Approve
0,0.0059122317,1,Low Risk,Auto Approve
0,0.019029103,2,Low Risk,Auto Approve
0,0.00709912,1,Low Risk,Auto Approve
0,0.0065528904,1,Low Risk,Auto Approve
0,0.0011144578,0,Low Risk,Auto Approve
0,0.0020226655,0,Low Risk,Auto Approve
0,0.002151854,0,Low Risk,Auto Approve
0,0.5486179,55,High Risk,Manual Investigation
0,0.62627774,63,High Risk,Manual Investigation
0,0.027147261,3,Low Risk,Auto Approve
0,0.2750809,28,Medium Risk,Quick Verification
0,0.82862645,83,Critical Risk,Fraud Investigation Team
0,0.05693222,6,Low Risk,Auto Approve
0,0.01922473,2,Low Risk,Auto Approve
0,0.0008854934,0,Low Risk,Auto Approve
0,0.49620938,50,Medium Risk,Quick Verification
0,0.50145316,50,Medium Risk,Quick Verification
0,0.013525314,1,Low Risk,Auto Approve
0,0.0013416167,0,Low Risk,Auto Approve
0,0.8172014,82,Critical Risk,Fraud Investigation Team
0,0.6777221,68,High Risk,Manual Investigation
0,0.0076159434,1,Low Risk,Auto Approve
0,0.005228487,1,Low Risk,Auto Approve
0,0.0006691387,0,Low Risk,Auto Approve
0,0.021304853,2,Low Risk,Auto Approve
0,0.00016461968,0,Low Risk,Auto Approve
0,0.0043440647,0,Low Risk,Auto Approve
0,0.03040849,3,Low Risk,Auto Approve
1,0.7601886,76,Critical Risk,Fraud Investigation Team
0,0.024577696,2,Low Risk,Auto Approve
0,0.004005215,0,Low Risk,Auto Approve
0,0.096215874,10,Low Risk,Auto Approve
0,0.7980292,80,Critical Risk,Fraud Investigation Team
0,0.00029696163,0,Low Risk,Auto Approve
0,0.0022480183,0,Low Risk,Auto Approve
0,0.09270362,9,Low Risk,Auto Approve
0,3.6995418e-05,0,Low Risk,Auto Approve
0,0.010190554,1,Low Risk,Auto Approve
0,0.0028381879,0,Low Risk,Auto Approve
0,0.0066092787,1,Low Risk,Auto Approve
0,0.0483483,5,Low Risk,Auto Approve
0,0.0043359115,0,Low Risk,Auto Approve
0,0.082718484,8,Low Risk,Auto Approve
0,0.0035800338,0,Low Risk,Auto Approve
0,0.00031367835,0,Low Risk,Auto Approve
0,0.00447724,0,Low Risk,Auto Approve
0,0.5390095,54,High Risk,Manual Investigation
0,0.40798384,41,Medium Risk,Quick Verification
0,0.038668852,4,Low Risk,Auto Approve
1,0.72275764,72,High Risk,Manual Investigation
0,0.0012225204,0,Low Risk,Auto Approve
0,0.009844821,1,Low Risk,Auto Approve
0,0.35564527,36,Medium Risk,Quick Verification
0,0.32116178,32,Medium Risk,Quick Verification
0,0.0052290126,1,Low Risk,Auto Approve
0,0.010265244,1,Low Risk,Auto Approve
0,0.7319478,73,High Risk,Manual Investigation
0,0.0053022997,1,Low Risk,Auto Approve
0,0.24842238,25,Low Risk,Auto Approve
0,0.0014237128,0,Low Risk,Auto Approve
0,0.0018202091,0,Low Risk,Auto Approve
0,0.14780706,15,Low Risk,Auto Approve
0,0.6936465,69,High Risk,Manual Investigation
0,0.8371881,84,Critical Risk,Fraud Investigation Team
0,0.108286366,11,Low Risk,Auto Approve
0,0.002520478,0,Low Risk,Auto Approve
0,0.7249461,72,High Risk,Manual Investigation
0,0.000900484,0,Low Risk,Auto Approve
0,0.6873054,69,High Risk,Manual Investigation
0,0.22795056,23,Low Risk,Auto Approve
0,0.5264067,53,High Risk,Manual Investigation
0,0.0010109311,0,Low Risk,Auto Approve
0,0.014465591,1,Low Risk,Auto Approve
0,0.029275864,3,Low Risk,Auto Approve
0,0.002426106,0,Low Risk,Auto Approve
0,0.46143293,46,Medium Risk,Quick Verification
0,0.0019333657,0,Low Risk,Auto Approve
0,0.0048795096,0,Low Risk,Auto Approve
0,0.028597355,3,Low Risk,Auto Approve
0,0.0005242067,0,Low Risk,Auto Approve
0,0.73716193,74,High Risk,Manual Investigation
0,0.00029293235,0,Low Risk,Auto Approve
1,0.7675806,77,Critical Risk,Fraud Investigation Team
0,0.017477652,2,Low Risk,Auto Approve
0,7.392939e-05,0,Low Risk,Auto Approve
0,6.523151e-05,0,Low Risk,Auto Approve
0,0.07115035,7,Low Risk,Auto Approve
0,0.6681803,67,High Risk,Manual Investigation
0,0.06898537,7,Low Risk,Auto Approve
0,0.5569975,56,High Risk,Manual Investigation
0,0.0007721176,0,Low Risk,Auto Approve
1,0.9043122,90,Critical Risk,Fraud Investigation Team
0,0.0065413625,1,Low Risk,Auto Approve
0,0.0014018493,0,Low Risk,Auto Approve
1,0.4946485,49,Medium Risk,Quick Verification
0,0.06221221,6,Low Risk,Auto Approve
0,0.021454735,2,Low Risk,Auto Approve
0,0.011735893,1,Low Risk,Auto Approve
0,0.48490578,48,Medium Risk,Quick Verification
0,0.034894075,3,Low Risk,Auto Approve
0,0.5179241,52,High Risk,Manual Investigation
0,0.08762691,9,Low Risk,Auto Approve
0,0.0836277,8,Low Risk,Auto Approve
0,0.001193659,0,Low Risk,Auto Approve
0,0.0006689885,0,Low Risk,Auto Approve
0,0.0021174205,0,Low Risk,Auto Approve
0,0.0021961806,0,Low Risk,Auto Approve
0,0.7496141,75,High Risk,Manual Investigation
0,0.0072713676,1,Low Risk,Auto Approve
0,0.018460425,2,Low Risk,Auto Approve
0,0.00064241054,0,Low Risk,Auto Approve
0,0.3162208,32,Medium Risk,Quick Verification
0,2.9173998e-05,0,Low Risk,Auto Approve
0,0.20901754,21,Low Risk,Auto Approve
0,0.0006746806,0,Low Risk,Auto Approve
0,0.60091597,60,High Risk,Manual Investigation
0,0.015776688,2,Low Risk,Auto Approve
0,0.0016929987,0,Low Risk,Auto Approve
0,0.009064416,1,Low Risk,Auto Approve
0,0.6379445,64,High Risk,Manual Investigation
0,0.027169554,3,Low Risk,Auto Approve
1,0.32814503,33,Medium Risk,Quick Verification
0,0.0032898115,0,Low Risk,Auto Approve
0,0.35265088,35,Medium Risk,Quick Verification
0,0.107833855,11,Low Risk,Auto Approve
0,0.004839008,0,Low Risk,Auto Approve
0,0.0722603,7,Low Risk,Auto Approve
0,0.6105012,61,High Risk,Manual Investigation
0,0.27191213,27,Medium Risk,Quick Verification
0,0.18689749,19,Low Risk,Auto Approve
0,0.00010357807,0,Low Risk,Auto Approve
0,0.00050542067,0,Low Risk,Auto Approve
0,0.43472922,43,Medium Risk,Quick Verification
0,0.09997865,10,Low Risk,Auto Approve
0,0.00012660332,0,Low Risk,Auto Approve
0,0.00936377,1,Low Risk,Auto Approve
0,0.13136315,13,Low Risk,Auto Approve
0,0.87104243,87,Critical Risk,Fraud Investigation Team
0,0.0001306159,0,Low Risk,Auto Approve
0,0.003737055,0,Low Risk,Auto Approve
0,0.062963605,6,Low Risk,Auto Approve
